127.0.0.1 - - [12/Nov/2024:12:35:22 +0530] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [12/Nov/2024:12:35:34 +0530] "GET /EVChargeStation/assets/img/testimonials/testimonials-4.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Nov/2024:12:35:34 +0530] "GET /EVChargeStation/assets/img/testimonials/testimonials-5.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Nov/2024:12:35:34 +0530] "GET /EVChargeStation/assets/img/team/team-1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Nov/2024:12:35:34 +0530] "GET /EVChargeStation/assets/img/team/team-2.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Nov/2024:12:35:34 +0530] "GET /EVChargeStation/assets/img/team/team-3.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Nov/2024:12:35:34 +0530] "GET /EVChargeStation/assets/img/team/team-4.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Nov/2024:12:35:34 +0530] "GET /EVChargeStation/assets/img/1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Nov/2024:12:35:34 +0530] "GET /EVChargeStation/assets/vendor/remixicon/remixicon.woff2?t=1690730386070 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Nov/2024:12:35:39 +0530] "GET /EVChargeStation/UserLogin.jsp HTTP/1.1" 200 9185
0:0:0:0:0:0:0:1 - - [12/Nov/2024:12:35:51 +0530] "POST /EVChargeStation/UserLoginController HTTP/1.1" 200 123
0:0:0:0:0:0:0:1 - - [12/Nov/2024:12:35:54 +0530] "GET /EVChargeStation/UserHome.jsp HTTP/1.1" 200 5037
0:0:0:0:0:0:0:1 - - [12/Nov/2024:12:35:54 +0530] "GET /EVChargeStation/assets/img/home.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Nov/2024:12:36:07 +0530] "POST /EVChargeStation/SearchServlet.jsp HTTP/1.1" 200 5433
0:0:0:0:0:0:0:1 - - [12/Nov/2024:12:36:25 +0530] "GET /EVChargeStation/Home.jsp HTTP/1.1" 200 50937
0:0:0:0:0:0:0:1 - - [12/Nov/2024:12:36:27 +0530] "GET /EVChargeStation/OwnerLogin.jsp HTTP/1.1" 200 52351
0:0:0:0:0:0:0:1 - - [12/Nov/2024:12:36:32 +0530] "GET /EVChargeStation/OwnerRegister.jsp HTTP/1.1" 200 52924
0:0:0:0:0:0:0:1 - - [12/Nov/2024:12:36:36 +0530] "GET /EVChargeStation/Home.jsp HTTP/1.1" 200 50937
0:0:0:0:0:0:0:1 - - [12/Nov/2024:12:36:38 +0530] "GET /EVChargeStation/OwnerLogin.jsp HTTP/1.1" 200 52351
0:0:0:0:0:0:0:1 - - [12/Nov/2024:12:36:56 +0530] "POST /EVChargeStation/OwnerLoginServlet HTTP/1.1" 200 120
0:0:0:0:0:0:0:1 - - [12/Nov/2024:12:36:58 +0530] "GET /EVChargeStation/OwnerHome.jsp HTTP/1.1" 200 5834
0:0:0:0:0:0:0:1 - - [12/Nov/2024:12:36:58 +0530] "GET /EVChargeStation/assets/img/adhome.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Nov/2024:12:37:03 +0530] "GET /EVChargeStation/CreateEVStation.jsp HTTP/1.1" 200 8385
0:0:0:0:0:0:0:1 - - [12/Nov/2024:12:37:05 +0530] "GET /EVChargeStation/Viewbookdetails.jsp HTTP/1.1" 200 6896
0:0:0:0:0:0:0:1 - - [12/Nov/2024:12:37:14 +0530] "GET /EVChargeStation/Home.jsp HTTP/1.1" 200 50937
